% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	head x	head y	head z	hip x	hip y	hip z	³ß		diff z	diff y	slope
52.934	0.0572	0.0747	2.1061	0.0933	-0.3344	2.6158	0.0112	-0.6734	2.3346	0.2741	0.0486	1.9864	-0.1833	0.1216	2.088	0.0452	0.628	1.6531	-0.0136	0.0715	2.0698	0.711		0.4167	0.5565	36.82539416
52.967	0.0552	0.0737	2.1054	0.0939	-0.3365	2.6331	0.0125	-0.6682	2.3475	0.2743	0.051	1.9984	-0.1822	0.1093	2.0749	0.0448	0.6267	1.653	-0.0153	0.0706	2.0692	0.718		0.4162	0.5561	36.81215645
53	0.0485	0.0776	2.111	0.0935	-0.3287	2.6548	0.0096	-0.6589	2.363	0.2736	0.0551	2.0116	-0.1794	0.0972	2.0614	0.0435	0.6259	1.6529	-0.0221	0.0736	2.0738	0.699		0.4209	0.5523	37.31051148
53.034	0.0451	0.0805	2.1135	0.0895	-0.3192	2.5962	0.0082	-0.6356	2.3921	0.2731	0.0604	2.026	-0.1793	0.0902	2.0532	0.0416	0.6244	1.6516	-0.0262	0.0767	2.0765	0.703		0.4249	0.5477	37.80394028
53.067	0.0409	0.0787	2.1109	0.1085	-0.3269	2.5599	0.0049	-0.6312	2.3998	0.2715	0.0661	2.0392	-0.1776	0.0794	2.0392	0.0393	0.6228	1.6507	-0.0307	0.0745	2.0731	0.71		0.4224	0.5483	37.6099794
53.1	0.038	0.0769	2.1087	0.0945	-0.3256	2.4381	0.0006	-0.6208	2.4085	0.2682	0.0719	2.0513	-0.178	0.0713	2.0274	0.0359	0.6204	1.6489	-0.0333	0.0731	2.0713	0.71		0.4224	0.5473	37.66055706
53.134	0.0335	0.0732	2.1034	0.1458	-0.3834	2.4403	-0.0008	-0.6072	2.42	0.265	0.0779	2.0626	-0.1732	0.0593	2.0104	0.0328	0.6191	1.6479	-0.0379	0.069	2.0655	0.723		0.4176	0.5501	37.20339474
53.167	0.0226	0.0474	2.059	0.1334	-0.413	2.4048	-0.0036	-0.5898	2.4406	0.2631	0.0851	2.0754	-0.1726	0.0548	2.0034	0.0308	0.6195	1.647	-0.0468	0.0456	2.0238	0.845		0.3768	0.5739	33.28731629
53.2	0.0229	0.0539	2.0718	0.1316	-0.4163	2.3714	-0.0056	-0.5683	2.4437	0.2601	0.0905	2.083	-0.1729	0.0471	1.991	0.0279	0.6191	1.6452	-0.0473	0.0509	2.0345	0.732		0.3893	0.5682	34.41683954
53.234	0.0228	0.0544	2.0721	0.1304	-0.4373	2.3437	-0.0103	-0.5468	2.474	0.2575	0.0972	2.0914	-0.1743	0.0429	1.9814	0.0261	0.6199	1.6441	-0.0474	0.0513	2.0346	0.795		0.3905	0.5686	34.48028814
53.267	0.0218	0.0623	2.0833	0.1058	-0.465	2.3144	-0.0152	-0.4934	2.4391	0.2543	0.1027	2.0975	-0.1752	0.0392	1.9704	0.0244	0.6198	1.644	-0.0489	0.0591	2.0459	0.752		0.4019	0.5607	35.6322953
53.3	0.0186	0.055	2.0657	0.1221	-0.4874	2.2861	-0.0017	-0.5386	2.5188	0.2504	0.1081	2.103	-0.1768	0.037	1.9616	0.0229	0.6205	1.6441	-0.052	0.0519	2.0277	0.823		0.3836	0.5686	34.00515638
53.334	0.0126	0.0725	2.0942	0.1234	-0.4958	2.2779	-0.0094	-0.4837	2.5077	0.248	0.1128	2.1071	-0.1779	0.0358	1.9557	0.0215	0.6215	1.6446	-0.0589	0.0706	2.0566	0.701		0.412	0.5509	36.79160657
53.4	0.0103	0.0788	2.1008	0.1231	-0.5085	2.259	0.0075	-0.4884	2.5676	0.2424	0.1194	2.1137	-0.1803	0.0345	1.9439	0.0196	0.6226	1.6458	-0.0611	0.0762	2.0625	0.738		0.4167	0.5464	37.33016178
53.434	0.0073	0.0811	2.1046	0.1136	-0.5091	2.4466	0.0101	-0.4845	2.5848	0.2403	0.1211	2.1158	-0.181	0.0348	1.9416	0.0186	0.6232	1.6471	-0.0641	0.0791	2.0664	0.719		0.4193	0.5441	37.61893935
53.5	0.0086	0.0848	2.1127	0.1093	-0.5989	2.4108	0.01	-0.4486	2.623	0.238	0.1221	2.1174	-0.1821	0.0371	1.9436	0.0168	0.6247	1.6498	-0.0629	0.0826	2.0745	0.703		0.4247	0.5421	38.07638422
53.534	0.0105	0.0856	2.1157	0.1021	-0.6388	2.3869	0.0139	-0.4375	2.6349	0.2363	0.1212	2.1188	-0.1828	0.0397	1.9504	0.0163	0.625	1.6518	-0.0606	0.0839	2.0787	0.699		0.4269	0.5411	38.27161909
53.567	0.012	0.0843	2.1155	0.0966	-0.6539	2.3667	0.0038	-0.4123	2.6159	0.2352	0.1199	2.1191	-0.1832	0.0439	1.9616	0.0158	0.6257	1.654	-0.059	0.0828	2.0787	0.701		0.4247	0.5429	38.0353735
53.6	0.013	0.0828	2.1153	0.0907	-0.6573	2.363	0.0154	-0.4119	2.6579	0.2352	0.1181	2.1185	-0.1839	0.0484	1.974	0.016	0.6256	1.6556	-0.0578	0.081	2.0794	0.699		0.4238	0.5446	37.88954791
53.634	0.0143	0.0822	2.1178	0.0863	-0.6615	2.3579	0.0094	-0.3756	2.6867	0.2313	0.1052	2.1013	-0.1839	0.0535	1.9859	0.016	0.6254	1.6578	-0.0563	0.0809	2.0839	0.691		0.4261	0.5445	38.04505638
53.667	0.0171	0.0826	2.122	0.0795	-0.6565	2.371	0.0075	-0.3733	2.693	0.2337	0.1015	2.0981	-0.1841	0.0592	2.0004	0.0167	0.6252	1.6594	-0.0535	0.0818	2.089	0.684		0.4296	0.5434	38.32911527
53.7	0.0191	0.0811	2.1216	0.0766	-0.65	2.387	0.0086	-0.4063	2.7627	0.2352	0.097	2.0965	-0.1844	0.0651	2.0159	0.0182	0.6254	1.6601	-0.0518	0.0809	2.0889	0.69		0.4288	0.5445	38.22083798
53.734	0.0212	0.0802	2.1217	0.0769	-0.6425	2.4019	0.0079	-0.4054	2.764	0.2382	0.0873	2.0854	-0.1855	0.0723	2.032	0.0195	0.6255	1.6608	-0.0497	0.08	2.0895	0.686		0.4287	0.5455	38.1632564
53.767	0.0249	0.0844	2.1271	0.0747	-0.6249	2.4284	0.0036	-0.3168	2.7233	0.2407	0.0777	2.0732	-0.1855	0.0778	2.0428	0.0219	0.6253	1.6617	-0.0467	0.0848	2.0944	0.671		0.4327	0.5405	38.67919419
53.8	0.0285	0.0871	2.1283	0.076	-0.6195	2.4308	-0.0066	-0.3102	2.6465	0.244	0.0674	2.0591	-0.1833	0.088	2.0601	0.0258	0.6249	1.6626	-0.043	0.0878	2.0959	0.677		0.4333	0.5371	38.89450348
53.834	0.0335	0.0897	2.1294	0.0788	-0.5898	2.448	-0.0933	-0.3048	2.5059	0.2466	0.059	2.0453	-0.1822	0.0958	2.0694	0.0293	0.6258	1.6626	-0.0393	0.0897	2.097	0.671		0.4344	0.5361	39.01773201
53.867	0.0401	0.0926	2.129	0.0798	-0.5753	2.4564	0.0787	-0.257	2.5719	0.2493	0.0536	2.0332	-0.186	0.1079	2.0822	0.0326	0.6267	1.6623	-0.0329	0.0925	2.096	0.673		0.4337	0.5342	39.07204777
53.9	0.0447	0.0932	2.1271	0.0804	-0.5598	2.4662	-0.0455	-0.3563	2.451	0.2503	0.047	2.0162	-0.197	0.1276	2.1047	0.0353	0.6278	1.6619	-0.0282	0.0926	2.0941	0.677		0.4322	0.5352	38.92255949
53.934	0.0487	0.0912	2.1244	0.0843	-0.5481	2.4843	-0.0466	-0.4045	2.3955	0.2529	0.0435	2.0058	-0.1972	0.1319	2.1073	0.0381	0.6287	1.6617	-0.0243	0.0908	2.0916	0.682		0.4299	0.5379	38.63251898
53.967	0.0533	0.0884	2.1195	0.0923	-0.4987	2.4607	-0.0526	-0.4182	2.3636	0.2559	0.0401	1.9945	-0.1978	0.1391	2.1124	0.0415	0.6297	1.6607	-0.0192	0.0882	2.0864	0.693		0.4257	0.5415	38.17264413
54	0.0558	0.0877	2.1194	0.0915	-0.4937	2.4828	-0.0436	-0.4288	2.3411	0.2571	0.0389	1.9885	-0.1989	0.1492	2.1217	0.0434	0.6301	1.6608	-0.0166	0.0875	2.0864	0.687		0.4256	0.5426	38.10962789
54.034	0.0592	0.0882	2.1188	0.0882	-0.5075	2.5218	-0.0085	-0.4636	2.2913	0.2588	0.0374	1.9772	-0.1977	0.1532	2.1242	0.0451	0.6309	1.6602	-0.0131	0.0878	2.0858	0.693		0.4256	0.5431	38.08400369
54.067	0.0638	0.0865	2.1151	0.0856	-0.4977	2.5478	-0.0049	-0.4726	2.2778	0.2597	0.0383	1.974	-0.1963	0.1568	2.1259	0.0474	0.6327	1.6602	-0.0078	0.086	2.0817	0.703		0.4215	0.5467	37.63184858
54.1	0.0672	0.0945	2.1245	0.0848	-0.4874	2.569	-0.0084	-0.4759	2.2711	0.2603	0.04	1.9714	-0.1945	0.1592	2.1267	0.048	0.6331	1.6604	-0.0051	0.0922	2.0894	0.67		0.429	0.5409	38.41872801
54.134	0.0692	0.0987	2.1282	0.0586	-0.4874	2.5743	-0.0038	-0.4837	2.2545	0.2605	0.0417	1.9709	-0.1929	0.1603	2.1268	0.0499	0.6341	1.6607	-0.0033	0.0957	2.0929	0.68		0.4322	0.5384	38.75571587
54.167	0.0734	0.1057	2.1359	0.0695	-0.4839	2.594	-0.0085	-0.4602	2.4815	0.261	0.0447	1.9708	-0.1909	0.1611	2.1277	0.0509	0.6349	1.6613	0.0007	0.1021	2.1003	0.656		0.439	0.5328	39.4867804
54.2	0.075	0.1068	2.1372	0.0759	-0.4708	2.6092	-0.0288	-0.5125	2.4579	0.2631	0.0473	1.9745	-0.1895	0.1612	2.1281	0.0524	0.6358	1.6616	0.0024	0.1032	2.1018	0.662		0.4402	0.5326	39.57412144
54.234	0.0761	0.1085	2.1407	0.0794	-0.4621	2.6191	-0.0303	-0.5727	2.4432	0.2658	0.0503	1.9821	-0.1856	0.1587	2.1266	0.053	0.6357	1.662	0.0036	0.1049	2.1052	0.648		0.4432	0.5308	39.86073662
54.267	0.0778	0.1092	2.1438	0.0777	-0.447	2.6379	-0.0172	-0.6077	2.4254	0.2693	0.0551	1.9943	-0.1804	0.1541	2.1238	0.054	0.6356	1.6631	0.0056	0.1057	2.109	0.644		0.4459	0.5299	40.07992435
54.3	0.0764	0.0999	2.1378	0.0854	-0.4178	2.6586	-0.0066	-0.6342	2.3954	0.272	0.0605	2.0118	-0.176	0.1481	2.119	0.0549	0.6352	1.6645	0.005	0.0972	2.1026	0.664		0.4381	0.538	39.15634893
54.367	0.0731	0.0914	2.1307	0.1054	-0.3227	2.5841	0.0119	-0.655	2.3641	0.2758	0.0725	2.0414	-0.1665	0.1321	2.1041	0.0552	0.6341	1.6664	0.0026	0.0886	2.0953	0.669		0.4289	0.5455	38.17624031
54.4	0.0708	0.0886	2.1292	0.1069	-0.3228	2.5919	0.0155	-0.6577	2.3627	0.2778	0.0791	2.0562	-0.1645	0.1242	2.0965	0.0552	0.6331	1.6674	0.0007	0.0859	2.0942	0.671		0.4268	0.5472	37.95318926
54.434	0.069	0.0867	2.1271	0.1069	-0.3173	2.5878	0.0222	-0.6559	2.3676	0.2803	0.0861	2.0711	-0.1591	0.1135	2.0843	0.0549	0.6324	1.6683	-0.001	0.0837	2.0917	0.678		0.4234	0.5487	37.65528843
54.467	0.063	0.0843	2.1232	0.1069	-0.3159	2.5877	0.0223	-0.6431	2.3918	0.2827	0.0921	2.0822	-0.1535	0.0984	2.0616	0.0543	0.6322	1.6685	-0.0069	0.0819	2.0877	0.687		0.4192	0.5503	37.2989288
54.5	0.0608	0.0858	2.1253	0.1063	-0.3159	2.5848	0.0168	-0.618	2.4052	0.2835	0.0979	2.0924	-0.1522	0.0933	2.0557	0.0534	0.6319	1.6688	-0.0094	0.0831	2.0896	0.676		0.4208	0.5488	37.47968625
54.534	0.0581	0.0885	2.1281	0.1088	-0.2923	2.5351	0.015	-0.6021	2.423	0.2846	0.1043	2.1012	-0.1519	0.0872	2.0482	0.0517	0.6311	1.6689	-0.0124	0.0857	2.0922	0.675		0.4233	0.5454	37.81602616
54.567	0.0538	0.09	2.1281	0.1077	-0.2965	2.5298	0.0112	-0.595	2.4205	0.2857	0.1123	2.1118	-0.1515	0.0803	2.0387	0.0505	0.6303	1.6686	-0.0173	0.0878	2.092	0.679		0.4234	0.5425	37.97064326
54.6	0.051	0.0908	2.1269	0.0916	-0.3467	2.5344	0.0093	-0.589	2.4277	0.2851	0.1183	2.116	-0.1497	0.0699	2.0178	0.0477	0.6303	1.6683	-0.0204	0.0889	2.0906	0.679		0.4223	0.5414	37.95475725
54.634	0.0467	0.0905	2.1236	0.1411	-0.3533	2.4492	0.0087	-0.5724	2.4431	0.2852	0.127	2.1248	-0.152	0.0654	2.0083	0.0458	0.6302	1.6671	-0.025	0.0888	2.087	0.687		0.4199	0.5414	37.79650537
54.667	0.0426	0.0659	2.0706	0.1589	-0.3821	2.4134	0.0077	-0.5673	2.4494	0.2848	0.13	2.1274	-0.151	0.0597	1.9926	0.0441	0.6298	1.6668	-0.0278	0.0648	2.0328	0.836		0.366	0.565	32.93466633
54.7	0.0423	0.0657	2.0704	0.1735	-0.4136	2.3589	0.0017	-0.4906	2.4301	0.284	0.1345	2.1302	-0.1525	0.0567	1.9869	0.042	0.6303	1.6652	-0.0283	0.0644	2.0326	0.743		0.3674	0.5659	32.99289533
54.734	0.0415	0.0655	2.0702	0.16	-0.4218	2.3452	-0.0044	-0.4815	2.4429	0.2832	0.1372	2.132	-0.1539	0.0538	1.979	0.0401	0.6307	1.6647	-0.0292	0.0644	2.0322	0.793		0.3675	0.5663	32.98152771
54.767	0.0293	0.094	2.1192	0.1501	-0.4377	2.3144	-0.0028	-0.4867	2.4676	0.2821	0.1391	2.1331	-0.1542	0.0517	1.9738	0.0384	0.6306	1.6642	-0.0428	0.0913	2.0804	0.651		0.4162	0.5393	37.65884656
54.8	0.0281	0.0953	2.1206	0.1286	-0.4476	2.2913	-0.0005	-0.4742	2.482	0.2804	0.1416	2.1329	-0.1539	0.0497	1.9665	0.0369	0.6312	1.6638	-0.0442	0.0925	2.082	0.735		0.4182	0.5387	37.82266683
54.834	0.0275	0.0973	2.1219	0.1579	-0.4778	2.2598	0.0105	-0.4964	2.5336	0.2784	0.1427	2.1325	-0.1541	0.0493	1.9634	0.0358	0.6313	1.6638	-0.0448	0.0945	2.0834	0.69		0.4196	0.5368	38.01364265
54.867	0.0262	0.0993	2.123	0.1313	-0.4757	2.2733	0.0253	-0.4893	2.5773	0.2763	0.1425	2.1317	-0.154	0.0493	1.9619	0.035	0.6332	1.6631	-0.0464	0.0971	2.0849	0.687		0.4218	0.5361	38.19543886
54.9	0.0259	0.1004	2.1239	0.1127	-0.4613	2.4681	0.0195	-0.4762	2.5903	0.2743	0.1416	2.131	-0.1542	0.0495	1.9616	0.0344	0.6334	1.6635	-0.0465	0.0981	2.0856	0.686		0.4221	0.5353	38.25683191
54.934	0.0244	0.1033	2.1268	0.1194	-0.4884	2.4582	0.0247	-0.4677	2.5978	0.2719	0.1412	2.1297	-0.1545	0.0504	1.9615	0.0342	0.6337	1.6635	-0.0479	0.1014	2.0885	0.678		0.425	0.5323	38.60463407
54.967	0.0235	0.1051	2.1299	0.1169	-0.5438	2.4365	0.0255	-0.442	2.627	0.2693	0.1387	2.1273	-0.1555	0.0522	1.9643	0.0338	0.6347	1.6639	-0.0489	0.1037	2.0925	0.673		0.4286	0.531	38.90895298
55	0.0242	0.1045	2.1306	0.1114	-0.5858	2.4183	0.0287	-0.4403	2.6298	0.267	0.135	2.1246	-0.1576	0.0557	1.9732	0.0335	0.6349	1.6644	-0.048	0.1029	2.0935	0.674		0.4291	0.532	38.88891684
55.034	0.0248	0.103	2.1335	0.1065	-0.6153	2.393	0.031	-0.4807	2.7132	0.2633	0.1293	2.1205	-0.1602	0.0597	1.9822	0.0334	0.6346	1.6652	-0.0472	0.1019	2.0967	0.665		0.4315	0.5327	39.00831684
55.067	0.0251	0.1013	2.1341	0.0989	-0.6333	2.3965	0.0158	-0.4208	2.6545	0.2612	0.1218	2.1146	-0.1624	0.0629	1.9917	0.0332	0.6344	1.6654	-0.0468	0.1008	2.0978	0.667		0.4324	0.5336	39.01940048
55.1	0.0295	0.0934	2.1302	0.0906	-0.6463	2.3828	0.0151	-0.3883	2.6767	0.2588	0.1138	2.1067	-0.1642	0.068	2.0026	0.033	0.6338	1.666	-0.0416	0.0927	2.095	0.677		0.429	0.5411	38.40841597
55.134	0.0302	0.0915	2.1306	0.0867	-0.6552	2.3685	0.0261	-0.3785	2.6911	0.2575	0.1065	2.1009	-0.166	0.073	2.0153	0.0332	0.6327	1.6676	-0.0407	0.091	2.0961	0.669		0.4285	0.5417	38.34499233
55.167	0.0331	0.0794	2.1223	0.0846	-0.6588	2.3756	0.0299	-0.3731	2.696	0.2561	0.0952	2.0884	-0.1661	0.077	2.0268	0.0336	0.6322	1.668	-0.0373	0.0794	2.0898	0.697		0.4218	0.5528	37.34452248
55.2	0.036	0.0821	2.1276	0.0795	-0.6389	2.4137	0.0671	-0.3583	2.6977	0.2571	0.0865	2.0807	-0.1675	0.0804	2.0356	0.0344	0.6309	1.6688	-0.0345	0.0828	2.0959	0.667		0.4271	0.5481	37.92705362
55.234	0.0377	0.085	2.1309	0.0784	-0.6334	2.4233	0.0202	-0.3341	2.6869	0.2568	0.0765	2.0683	-0.1682	0.0839	2.0436	0.0353	0.63	1.6691	-0.0329	0.0873	2.0991	0.674		0.43	0.5427	38.39100404
55.267	0.0385	0.0898	2.1332	0.0818	-0.6242	2.4329	0.0302	-0.3178	2.5596	0.2579	0.0709	2.0579	-0.1697	0.0911	2.0556	0.0368	0.6293	1.6691	-0.0325	0.0914	2.1003	0.669		0.4312	0.5379	38.71691841
55.3	0.0423	0.0917	2.1333	0.0829	-0.5965	2.4543	0.0012	-0.3664	2.5474	0.2571	0.0622	2.0417	-0.1709	0.0961	2.0631	0.0389	0.6291	1.6682	-0.0293	0.0935	2.1008	0.67		0.4326	0.5356	38.92754359
55.334	0.0455	0.0934	2.1329	0.0824	-0.5855	2.4613	-0.0034	-0.3128	2.4734	0.2572	0.0565	2.0313	-0.1741	0.1062	2.0775	0.0415	0.6298	1.6674	-0.0266	0.0949	2.1004	0.669		0.433	0.5349	38.99006961
55.367	0.0493	0.0949	2.1297	0.0845	-0.5608	2.4557	-0.0029	-0.3388	2.4475	0.2577	0.0521	2.0161	-0.1766	0.1123	2.0831	0.0432	0.6304	1.6662	-0.0225	0.0958	2.0963	0.678		0.4301	0.5346	38.81760795
55.4	0.0531	0.0951	2.1265	0.0958	-0.5369	2.4824	-0.0063	-0.393	2.4491	0.2587	0.0492	2.0056	-0.1798	0.1189	2.0901	0.0453	0.6312	1.6649	-0.019	0.0955	2.093	0.681		0.4281	0.5357	38.62979612
55.434	0.0545	0.0955	2.126	0.1012	-0.5042	2.4733	-0.0061	-0.4262	2.3858	0.2589	0.0465	1.9944	-0.1836	0.1258	2.0968	0.0468	0.6319	1.6642	-0.0178	0.0956	2.0924	0.68		0.4282	0.5363	38.6050459
55.467	0.0581	0.0942	2.1237	0.0976	-0.5029	2.4981	-0.0248	-0.4311	2.3581	0.2586	0.0436	1.9847	-0.1846	0.1311	2.1008	0.0486	0.6324	1.6635	-0.0142	0.0938	2.0902	0.689		0.4267	0.5386	38.38764298
55.5	0.06	0.0936	2.1224	0.0962	-0.5066	2.5157	-0.0186	-0.441	2.3499	0.2584	0.043	1.9795	-0.1863	0.1379	2.1064	0.0492	0.6329	1.6633	-0.0123	0.0929	2.0888	0.689		0.4255	0.54	38.23680076
55.534	0.062	0.0934	2.1215	0.0936	-0.5	2.5393	0.0092	-0.472	2.2885	0.2587	0.0429	1.9747	-0.186	0.1412	2.1091	0.0504	0.6338	1.663	-0.0101	0.0924	2.0878	0.692		0.4248	0.5414	38.11888101
55.567	0.0644	0.0944	2.1206	0.0869	-0.4766	2.566	-0.0005	-0.4712	2.2907	0.2588	0.0431	1.9714	-0.1849	0.1439	2.1102	0.0518	0.6352	1.6627	-0.0074	0.0935	2.0866	0.694		0.4239	0.5417	38.04447568
55.6	0.0672	0.0951	2.1197	0.0938	-0.4661	2.5774	-0.0062	-0.4781	2.2776	0.2591	0.044	1.9708	-0.1824	0.1459	2.1112	0.0533	0.6361	1.662	-0.0045	0.094	2.0857	0.696		0.4237	0.5421	38.01083154
55.634	0.0692	0.0968	2.1203	0.0844	-0.4674	2.5857	-0.0068	-0.4814	2.2699	0.2599	0.0454	1.9716	-0.1811	0.1464	2.111	0.0539	0.6365	1.662	-0.0026	0.0956	2.0861	0.693		0.4241	0.5409	38.09870276
55.667	0.0713	0.0983	2.121	0.071	-0.4665	2.6074	-0.007	-0.4624	2.4789	0.2623	0.0477	1.9756	-0.1778	0.1447	2.1091	0.0546	0.6372	1.662	-0.0003	0.097	2.0867	0.693		0.4247	0.5402	38.17408586
55.7	0.0731	0.1035	2.1275	0.0943	-0.4358	2.6107	-0.0281	-0.5186	2.4502	0.266	0.0519	1.9873	-0.1753	0.1434	2.1081	0.055	0.6375	1.6623	0.0012	0.1014	2.0924	0.675		0.4301	0.5361	38.73922474
55.734	0.0724	0.1059	2.1328	0.0917	-0.4209	2.6193	-0.029	-0.5799	2.4456	0.2699	0.0583	2.002	-0.1712	0.1396	2.1055	0.0553	0.6373	1.6628	0.0006	0.1036	2.0974	0.671		0.4346	0.5337	39.15644851
55.767	0.0701	0.0959	2.1217	0.0947	-0.3905	2.6241	-0.0184	-0.6102	2.4248	0.2739	0.0657	2.0194	-0.1677	0.1331	2.0993	0.056	0.6375	1.6631	-0.0007	0.0939	2.0871	0.707		0.424	0.5436	37.95370662
55.8	0.0684	0.0919	2.1199	0.0921	-0.3891	2.6481	-0.0066	-0.6351	2.3906	0.2771	0.0729	2.0371	-0.1618	0.1244	2.09	0.056	0.6375	1.6637	-0.0018	0.0911	2.0856	0.688		0.4219	0.5464	37.67334387
55.834	0.0669	0.0887	2.1188	0.1052	-0.3248	2.5903	-0.0051	-0.6412	2.3854	0.2797	0.0806	2.0521	-0.1582	0.1175	2.0823	0.0559	0.6369	1.6646	-0.0032	0.0874	2.0847	0.698		0.4201	0.5495	37.39838954
55.867	0.0651	0.0856	2.1181	0.1073	-0.3277	2.6127	0.0012	-0.6493	2.375	0.2818	0.0865	2.063	-0.1504	0.1046	2.0641	0.0558	0.6366	1.665	-0.0052	0.0839	2.0837	0.7		0.4187	0.5527	37.14588833
55.9	0.0608	0.0835	2.1167	0.093	-0.3338	2.6665	0.0027	-0.6497	2.3761	0.284	0.096	2.0797	-0.151	0.098	2.0578	0.0545	0.6356	1.6666	-0.0091	0.082	2.0822	0.704		0.4156	0.5536	36.89638362
55.934	0.0511	0.0881	2.1251	0.0813	-0.366	2.6664	0.0032	-0.6419	2.3884	0.2842	0.1012	2.0886	-0.1514	0.0866	2.0448	0.0534	0.635	1.6668	-0.0197	0.0865	2.0903	0.678		0.4235	0.5485	37.67193655
55.967	0.0474	0.0891	2.1264	0.0764	-0.3742	2.6523	0.003	-0.6227	2.408	0.2837	0.1061	2.0967	-0.1524	0.079	2.0394	0.0515	0.6346	1.6675	-0.0236	0.0871	2.0912	0.69		0.4237	0.5475	37.73561699
56	0.0455	0.0894	2.1257	0.075	-0.3707	2.6385	0.0006	-0.6132	2.4109	0.2826	0.1106	2.1036	-0.1499	0.0699	2.0241	0.0483	0.6335	1.6677	-0.0256	0.0872	2.0901	0.687		0.4224	0.5463	37.71125068
56.034	0.0414	0.0905	2.1241	0.0719	-0.378	2.6351	-0.0002	-0.608	2.415	0.2815	0.1149	2.1094	-0.1523	0.0646	2.015	0.0447	0.6333	1.6672	-0.03	0.088	2.0879	0.689		0.4207	0.5453	37.65025541
56.067	0.039	0.0897	2.1178	0.0858	-0.3449	2.5325	-0.0109	-0.5266	2.3871	0.2793	0.1198	2.1147	-0.1555	0.0617	2.0089	0.0401	0.6331	1.6654	-0.0321	0.0878	2.0811	0.705		0.4157	0.5453	37.31945715
56.1	0.0298	0.0663	2.0689	0.1325	-0.3682	2.4675	-0.0063	-0.556	2.4286	0.2764	0.1246	2.1131	-0.1552	0.0549	1.988	0.0364	0.6333	1.6636	-0.0406	0.0652	2.0313	0.837		0.3677	0.5681	32.91276952
56.134	0.0294	0.0662	2.0689	0.1336	-0.3693	2.3958	-0.011	-0.5341	2.4665	0.2734	0.127	2.1155	-0.1569	0.0529	1.9851	0.0338	0.6329	1.663	-0.0411	0.065	2.0313	0.756		0.3683	0.5679	32.9646055
56.167	0.0178	0.0962	2.1152	0.1258	-0.3867	2.3742	-0.0135	-0.4948	2.443	0.2718	0.1291	2.1146	-0.1592	0.0502	1.9785	0.0304	0.6325	1.6606	-0.0545	0.0933	2.0767	0.665		0.4161	0.5392	37.6573264
56.2	0.0186	0.0947	2.1143	0.1238	-0.4074	2.3497	-0.0152	-0.4905	2.4501	0.2701	0.1304	2.1148	-0.1604	0.0483	1.9765	0.0279	0.6323	1.6594	-0.0536	0.0919	2.0758	0.752		0.4164	0.5404	37.61570184
56.234	0.0181	0.0941	2.1137	0.1074	-0.4216	2.3285	-0.0183	-0.484	2.4723	0.2677	0.1312	2.1153	-0.1619	0.0472	1.9724	0.0268	0.6324	1.659	-0.054	0.0912	2.075	0.71		0.416	0.5412	37.54812121
56.267	0.0166	0.0927	2.1121	0.1259	-0.4696	2.2763	-0.0055	-0.5159	2.5488	0.2652	0.1314	2.1161	-0.1631	0.0468	1.97	0.0258	0.6325	1.6587	-0.055	0.0901	2.0735	0.714		0.4148	0.5424	37.40692496
56.3	0.0158	0.0925	2.1126	0.1251	-0.477	2.2697	0.0023	-0.4843	2.5751	0.2625	0.1305	2.1159	-0.1642	0.0472	1.968	0.0246	0.6327	1.6587	-0.0558	0.0899	2.0739	0.711		0.4152	0.5428	37.41319184
56.334	0.0135	0.0946	2.1149	0.1261	-0.4835	2.2613	0.0037	-0.4815	2.5784	0.2597	0.1298	2.1152	-0.1659	0.0477	1.9673	0.024	0.633	1.6585	-0.058	0.092	2.0764	0.706		0.4179	0.541	37.68459385
56.367	0.0094	0.1021	2.1248	0.0955	-0.459	2.4709	0.003	-0.4722	2.5928	0.2558	0.1287	2.1142	-0.1682	0.049	1.968	0.0232	0.6334	1.6587	-0.0628	0.1007	2.087	0.681		0.4283	0.5327	38.79988265
56.4	0.0095	0.1028	2.1274	0.1112	-0.5072	2.4499	0.005	-0.4539	2.6152	0.2521	0.1264	2.1123	-0.1705	0.0516	1.9715	0.0229	0.6334	1.659	-0.0626	0.1014	2.0904	0.69		0.4314	0.532	39.03867395
56.434	0.0099	0.1024	2.1282	0.1053	-0.5602	2.4325	0.0047	-0.4434	2.627	0.2501	0.1235	2.1098	-0.1738	0.0552	1.9795	0.0221	0.6333	1.6595	-0.0617	0.1006	2.092	0.683		0.4325	0.5327	39.07320183
56.467	0.0109	0.0994	2.1268	0.101	-0.5933	2.4261	0.0157	-0.4285	2.6422	0.247	0.1192	2.1054	-0.177	0.0606	1.9902	0.0219	0.6333	1.6596	-0.0605	0.0977	2.0912	0.686		0.4316	0.5356	38.86274405
56.5	0.0122	0.0973	2.1279	0.0899	-0.6201	2.4108	0.0203	-0.4831	2.7226	0.2451	0.1148	2.1009	-0.1786	0.0656	1.9989	0.0208	0.6326	1.6603	-0.059	0.0953	2.0928	0.68		0.4325	0.5373	38.83235021
56.534	0.0169	0.0843	2.121	0.0802	-0.6483	2.3821	0.0027	-0.3946	2.6803	0.2433	0.1082	2.0928	-0.1789	0.0703	2.0098	0.0208	0.6325	1.6605	-0.0536	0.082	2.0877	0.703		0.4272	0.5505	37.81224239
