% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	head x	head y	head z	hip x	hip y	hip z	³ß		diff z	diff y	slope
118.2	0.0181	0.0133	2.1751	0.0954	-0.2351	2.6293	0.0262	-0.5675	2.4866	0.3837	-0.0127	1.9394	-0.3125	-0.0318	1.9186	0.0125	0.3415	1.4556	-0.0483	0.0139	2.1406	0.688		0.685	0.3276	64.44062677
118.234	0.0163	0.0102	2.1714	0.0815	-0.2698	2.7209	0.025	-0.5559	2.5014	0.3828	-0.0106	1.9388	-0.3126	-0.0318	1.9185	0.0124	0.3414	1.4555	-0.0503	0.0107	2.1367	0.698		0.6812	0.3307	64.1049652
118.267	0.0174	0.0043	2.1624	0.0888	-0.2889	2.7068	0.0236	-0.5424	2.5179	0.3826	-0.0116	1.9386	-0.3105	-0.0316	1.9137	0.0122	0.3409	1.4547	-0.0497	0.0047	2.1281	0.718		0.6734	0.3362	63.46899266
118.3	0.0186	0.0032	2.1595	0.0994	-0.2935	2.681	0.0254	-0.5348	2.5259	0.3867	-0.0203	1.9395	-0.3099	-0.0324	1.9124	0.0123	0.3407	1.454	-0.0489	0.0037	2.1259	0.714		0.6719	0.337	63.36336322
118.334	0.0183	0.0028	2.1583	0.0717	-0.3053	2.6889	0.0193	-0.512	2.5488	0.3874	-0.022	1.9399	-0.3093	-0.0323	1.9113	0.0118	0.3399	1.4518	-0.0492	0.003	2.1244	0.72		0.6726	0.3369	63.39407437
118.367	0.0125	0.0008	2.1539	0.0955	-0.3192	2.5969	0.0207	-0.5045	2.5568	0.3856	-0.0215	1.9383	-0.3082	-0.0317	1.9095	0.0119	0.3393	1.4494	-0.0555	0.0013	2.1192	0.734		0.6698	0.338	63.22319858
118.4	0.0123	0.0011	2.1539	0.0995	-0.3127	2.5618	0.0084	-0.4832	2.5785	0.385	-0.0213	1.9379	-0.3079	-0.0317	1.9088	0.0121	0.3389	1.4489	-0.0556	0.002	2.1191	0.727		0.6702	0.3369	63.3119747
118.434	0.0121	0.0012	2.1541	0.077	-0.3602	2.5263	0.0108	-0.4784	2.5852	0.3839	-0.021	1.9374	-0.3075	-0.0314	1.9079	0.0122	0.3383	1.4479	-0.0556	0.0022	2.1192	0.731		0.6713	0.3361	63.40423089
118.467	0.0118	0.0027	2.1548	0.0845	-0.3715	2.5173	0.007	-0.446	2.5841	0.3823	-0.0197	1.9368	-0.3074	-0.0311	1.9078	0.0127	0.3373	1.4458	-0.0556	0.0041	2.1199	0.729		0.6741	0.3332	63.69733399
118.5	0.0177	0.009	2.1601	0.3162	-0.3294	2.5689	0.0039	-0.4349	2.6259	0.382	-0.0194	1.9366	-0.3074	-0.0311	1.9078	0.0128	0.3366	1.4451	-0.0478	0.0098	2.1256	0.715		0.6805	0.3268	64.34804634
118.534	0.0095	0.057	2.1719	0.0753	-0.3887	2.4734	0.0033	-0.3947	2.6263	0.3815	-0.019	1.9363	-0.3071	-0.0308	1.907	0.0133	0.3362	1.4439	-0.0592	0.0594	2.1357	0.69		0.6918	0.2768	68.19287893
118.567	0.0096	0.0573	2.1721	0.0573	-0.4288	2.5686	-0.0263	-0.3418	2.5443	0.3813	-0.019	1.9363	-0.3065	-0.0302	1.906	0.0137	0.3356	1.4432	-0.059	0.0596	2.1359	0.705		0.6927	0.276	68.2756412
118.6	0.0098	0.0534	2.1744	0.0955	-0.4345	2.4822	-0.0149	-0.3363	2.5948	0.3812	-0.019	1.9364	-0.3065	-0.0302	1.9059	0.0139	0.3355	1.4431	-0.0572	0.0513	2.1399	0.688		0.6968	0.2842	67.81119528
118.634	0.0097	0.0555	2.1757	0.0898	-0.4495	2.4637	-0.0155	-0.3284	2.6312	0.3813	-0.0189	1.937	-0.3062	-0.0298	1.9055	0.0141	0.3352	1.4431	-0.0575	0.0553	2.1407	0.689		0.6976	0.2799	68.13772492
118.667	0.0102	0.0555	2.1761	0.1194	-0.4578	2.4526	-0.0213	-0.2935	2.5939	0.3828	-0.019	1.9408	-0.3045	-0.0201	1.9055	0.0145	0.3351	1.4438	-0.0571	0.0554	2.1409	0.688		0.6971	0.2797	68.13768128
118.7	0.0099	0.0583	2.1778	0.1121	-0.4924	2.603	-0.0037	-0.2832	2.6903	0.3828	-0.019	1.9408	-0.3031	-0.0169	1.9042	0.0148	0.335	1.4447	-0.0576	0.0591	2.1421	0.683		0.6974	0.2759	68.41564044
118.734	0.0199	0.0521	2.1801	0.1037	-0.5249	2.585	0.0035	-0.2927	2.7172	0.3829	-0.0189	1.9409	-0.3041	-0.019	1.9063	0.0155	0.3344	1.447	-0.0458	0.0495	2.1458	0.679		0.6988	0.2849	67.81933121
118.767	0.0219	0.0418	2.1842	0.1042	-0.5495	2.5653	0.0006	-0.2763	2.7133	0.3829	-0.0189	1.9409	-0.309	-0.0293	1.9129	0.0164	0.3354	1.4494	-0.0436	0.041	2.1491	0.669		0.6997	0.2944	67.18099058
118.8	0.0287	0.0228	2.1892	0.0953	-0.5787	2.5345	0.0027	-0.2443	2.7439	0.3831	-0.019	1.9411	-0.3089	-0.0293	1.9129	0.0172	0.336	1.4503	-0.0316	0.0148	2.156	0.66		0.7057	0.3212	65.52730162
118.834	0.0319	0.0196	2.1865	0.0914	-0.5783	2.5298	-0.0016	-0.2502	2.7427	0.3833	-0.0191	1.9413	-0.3082	-0.0289	1.9123	0.0182	0.3369	1.4513	-0.0304	0.0144	2.154	0.673		0.7027	0.3225	65.3475239
118.867	0.0151	0.0257	2.1838	0.0876	-0.5767	2.5259	-0.0072	-0.209	2.6562	0.3835	-0.0192	1.9415	-0.3135	-0.0226	1.9245	0.0189	0.3381	1.4539	-0.0576	0.0305	2.1467	0.672		0.6928	0.3076	66.05900001
118.9	0.0206	0.0254	2.1817	0.0811	-0.5626	2.5397	-0.0088	-0.2031	2.6486	0.3835	-0.0192	1.9415	-0.3108	-0.0231	1.9204	0.0196	0.3387	1.4559	-0.048	0.0278	2.1457	0.676		0.6898	0.3109	65.73841744
118.934	0.024	0.0236	2.1786	0.0796	-0.548	2.5487	-0.0062	-0.2001	2.6398	0.3836	-0.0192	1.9416	-0.3098	-0.0235	1.9189	0.0201	0.3394	1.4572	-0.044	0.0247	2.1428	0.683		0.6856	0.3147	65.34421441
118.967	0.0536	0.0188	2.1699	0.0774	-0.5401	2.5528	-0.0084	-0.1948	2.6236	0.3837	-0.0191	1.9419	-0.3132	-0.0222	1.9243	0.0203	0.3395	1.4578	-0.0154	0.0203	2.1378	0.705		0.68	0.3192	64.8540871
119	0.0654	0.0232	2.1692	0.0778	-0.5167	2.5449	-0.0277	-0.2115	2.6841	0.384	-0.019	1.9426	-0.3113	-0.0227	1.9214	0.0205	0.34	1.4592	-0.0041	0.0222	2.1395	0.694		0.6803	0.3178	64.96051846
119.034	0.0521	0.0036	2.154	0.0772	-0.5108	2.5552	-0.0276	-0.209	2.6745	0.384	-0.019	1.9426	-0.3086	-0.0227	1.9164	0.0206	0.3399	1.4593	-0.0181	0.0038	2.1217	0.744		0.6624	0.3361	63.09688384
119.067	0.0558	0.0034	2.1534	0.0796	-0.4826	2.577	-0.0269	-0.2104	2.6721	0.3839	-0.019	1.9426	-0.3154	-0.0176	1.9311	0.0206	0.34	1.4594	-0.0142	0.0033	2.1217	0.72		0.6623	0.3367	63.05213194
119.1	0.0488	0.0009	2.1494	0.0783	-0.4815	2.5802	0.0054	-0.2177	2.6098	0.3838	-0.019	1.9427	-0.3148	-0.0248	1.9273	0.0206	0.34	1.4594	-0.0223	0.0006	2.1161	0.744		0.6567	0.3394	62.66887835
119.134	0.0577	0.0001	2.1491	0.076	-0.4683	2.5898	0.0106	-0.2332	2.6483	0.3839	-0.0191	1.9428	-0.3095	-0.0241	1.9167	0.0207	0.34	1.4594	-0.0084	-0.0035	2.1165	0.739		0.6571	0.3435	62.40161465
119.167	0.0626	0.0042	2.1482	0.0774	-0.4581	2.6029	0.0043	-0.2431	2.6635	0.3839	-0.0192	1.9428	-0.3102	-0.0281	1.9158	0.021	0.34	1.4592	-0.0055	-0.0023	2.1164	0.744		0.6572	0.3423	62.48742589
119.2	0.0487	0.0007	2.1461	0.0788	-0.4505	2.6336	0.0074	-0.3354	2.6209	0.3838	-0.0192	1.9428	-0.3081	-0.027	1.9122	0.0209	0.3401	1.4591	-0.0203	-0.0064	2.1126	0.749		0.6535	0.3465	62.06648621
119.234	0.0461	0.0032	2.1461	0.0796	-0.4674	2.6863	0.0324	-0.3302	2.5827	0.3837	-0.0188	1.9429	-0.3074	-0.0264	1.9113	0.0209	0.3403	1.4588	-0.0248	0.0007	2.1112	0.747		0.6524	0.3396	62.5012399
119.267	0.0295	0.0268	2.1532	0.0877	-0.4404	2.7093	0.0288	-0.3373	2.5631	0.3837	-0.0189	1.9433	-0.3067	-0.0258	1.9104	0.0208	0.3409	1.4586	-0.0456	0.0381	2.1155	0.728		0.6569	0.3028	65.25252118
119.3	0.0297	0.0233	2.1507	0.0871	-0.4228	2.7084	0.0285	-0.3654	2.5383	0.3837	-0.0189	1.9434	-0.3086	-0.0285	1.9127	0.0201	0.342	1.4588	-0.0436	0.0255	2.1113	0.748		0.6525	0.3165	64.12394904
119.334	0.016	0.0352	2.1584	0.1113	-0.3465	2.5957	-0.0099	-0.4266	2.5028	0.3836	-0.0189	1.9432	-0.3077	-0.0273	1.9122	0.0194	0.3431	1.4594	-0.0546	0.0354	2.117	0.715		0.6576	0.3077	64.92446584
119.367	0.0132	0.0374	2.1592	0.1083	-0.337	2.6565	0.008	-0.4298	2.4909	0.3835	-0.0187	1.9431	-0.3093	-0.0295	1.9144	0.0187	0.3447	1.4603	-0.058	0.0389	2.1179	0.729		0.6576	0.3058	65.06042614
119.4	0.0051	0.0403	2.1621	0.1029	-0.3293	2.6668	0.0377	-0.4819	2.5106	0.3834	-0.0187	1.9431	-0.3087	-0.0286	1.914	0.0178	0.3468	1.4614	-0.0655	0.0413	2.1215	0.715		0.6601	0.3055	65.16489152
119.434	0.0097	0.0478	2.1711	0.0967	-0.3115	2.6813	0.0302	-0.4444	2.4299	0.3832	-0.0182	1.9431	-0.3085	-0.0282	1.9142	0.0175	0.3498	1.4638	-0.0596	0.0485	2.1328	0.694		0.669	0.3013	65.75445178
119.467	0.0095	0.0476	2.1711	0.0888	-0.2912	2.724	0.0293	-0.4511	2.4135	0.3832	-0.0179	1.9432	-0.3085	-0.0283	1.9144	0.0172	0.353	1.4668	-0.0601	0.0477	2.1329	0.707		0.6661	0.3053	65.37613903
119.5	0.0028	0.0503	2.1743	0.1104	-0.2296	2.6332	0.0118	-0.4483	2.4117	0.3833	-0.0179	1.9431	-0.3085	-0.0284	1.9146	0.0171	0.3548	1.4681	-0.0663	0.05	2.1351	0.69		0.667	0.3048	65.44094946
119.534	0.0003	0.0507	2.1778	0.1108	-0.2278	2.6528	0.0044	-0.4599	2.4095	0.3816	-0.0124	1.9419	-0.3086	-0.0283	1.9152	0.0173	0.3582	1.4713	-0.0679	0.0491	2.1377	0.685		0.6664	0.3091	65.11645419
119.567	0.0028	0.0504	2.1799	0.1181	-0.2359	2.7316	-0.0229	-0.4412	2.441	0.3816	-0.0124	1.9419	-0.3085	-0.0284	1.9154	0.0178	0.3607	1.4744	-0.0649	0.047	2.1405	0.682		0.6661	0.3137	64.78189467
119.6	0.0048	0.0474	2.1823	0.0684	-0.2651	2.8462	-0.0041	-0.5085	2.5357	0.3849	-0.0154	1.9421	-0.3084	-0.0286	1.9156	0.0181	0.3632	1.4768	-0.0619	0.0441	2.1428	0.676		0.666	0.3191	64.39956161
119.634	0.0072	0.0509	2.1821	0.069	-0.2482	2.799	0.01	-0.5575	2.5234	0.3844	-0.0151	1.9418	-0.3082	-0.0287	1.9155	0.0187	0.3657	1.4794	-0.0603	0.0485	2.1427	0.679		0.6633	0.3172	64.44217443
119.667	0.0084	0.0479	2.183	0.0726	-0.2573	2.8509	0.0142	-0.5635	2.5154	0.3837	-0.0144	1.9416	-0.3079	-0.0288	1.9158	0.0192	0.3669	1.4808	-0.0588	0.0466	2.1435	0.674		0.6627	0.3203	64.20432393
119.7	0.0085	0.047	2.1826	0.07	-0.2594	2.8381	0.016	-0.5626	2.4974	0.3843	-0.0139	1.9419	-0.3076	-0.0292	1.916	0.0196	0.368	1.4817	-0.0587	0.0462	2.143	0.677		0.6613	0.3218	64.05164557
119.734	0.0066	0.045	2.1811	0.0876	-0.2131	2.7563	0.0178	-0.5528	2.4971	0.3857	-0.0161	1.9409	-0.3075	-0.0294	1.9163	0.0197	0.369	1.4824	-0.06	0.0439	2.1413	0.68		0.6589	0.3251	63.73835659
119.767	0.0024	0.0393	2.1747	0.0986	-0.2005	2.6469	0.022	-0.5414	2.4889	0.3835	-0.0123	1.9387	-0.3083	-0.0315	1.9174	0.0197	0.3704	1.4828	-0.0639	0.0381	2.1347	0.696		0.6519	0.3323	62.99020719
119.8	0.0014	0.031	2.1617	0.0997	-0.2027	2.6426	0.0204	-0.5299	2.5035	0.3834	-0.0121	1.9387	-0.308	-0.0316	1.9172	0.0196	0.3718	1.483	-0.0655	0.0299	2.1221	0.724		0.6391	0.3419	61.85450826
119.834	0.0019	0.0236	2.1515	0.1082	-0.2001	2.5883	0.0168	-0.5194	2.5173	0.3811	-0.0085	1.9369	-0.3075	-0.0317	1.9163	0.0191	0.3736	1.4827	-0.0655	0.0211	2.1114	0.736		0.6287	0.3525	60.72148889
119.867	0.0013	0.0192	2.1459	0.0856	-0.2407	2.6215	-0.0172	-0.4533	2.4375	0.3805	-0.0073	1.9369	-0.3069	-0.0318	1.9149	0.0187	0.3752	1.4819	-0.0663	0.0168	2.1062	0.746		0.6243	0.3584	60.14060035
119.9	0.0014	0.0138	2.1383	0.084	-0.2414	2.559	0.014	-0.4899	2.5458	0.3799	-0.0065	1.9364	-0.3057	-0.0306	1.9127	0.0184	0.3769	1.4803	-0.0666	0.0113	2.099	0.767		0.6187	0.3656	59.42046113
119.934	0.0006	0.0113	2.133	0.0822	-0.2601	2.5982	0.0131	-0.4799	2.5526	0.379	-0.0054	1.9351	-0.3045	-0.029	1.9106	0.018	0.3783	1.4783	-0.0676	0.0086	2.0936	0.774		0.6153	0.3697	59.00065263
119.967	-0.0005	0.0114	2.1308	0.0806	-0.2824	2.5818	0.0182	-0.467	2.5617	0.3784	-0.0045	1.9349	-0.3042	-0.0289	1.9101	0.0179	0.379	1.4776	-0.069	0.0085	2.0914	0.778		0.6138	0.3705	58.88411294
120	-0.0001	0.0113	2.1309	0.1426	-0.3638	2.5278	0.0156	-0.4497	2.5769	0.3779	-0.0041	1.9344	-0.3037	-0.0283	1.9092	0.0178	0.3796	1.4759	-0.0681	0.0087	2.0916	0.778		0.6157	0.3709	58.93508191
120.034	-0.0016	0.0114	2.1298	0.1191	-0.4032	2.4818	0.0198	-0.4465	2.5991	0.377	-0.0033	1.9338	-0.3025	-0.027	1.9076	0.0178	0.3808	1.4746	-0.0694	0.009	2.0905	0.784		0.6159	0.3718	58.8819035
120.067	-0.0005	0.0126	2.1299	0.1117	-0.408	2.4709	0.0081	-0.4181	2.6289	0.3767	-0.0033	1.9337	-0.3021	-0.0267	1.9071	0.0179	0.3812	1.4738	-0.068	0.0116	2.09	0.781		0.6162	0.3696	59.04444851
120.1	0.0013	0.0143	2.1307	0.108	-0.4375	2.4591	0.0023	-0.3914	2.6206	0.3759	-0.0031	1.9333	-0.3019	-0.0265	1.9066	0.0182	0.3815	1.4735	-0.0662	0.0143	2.0906	0.78		0.6171	0.3672	59.24560592
120.134	0.005	0.0166	2.1325	0.1054	-0.4589	2.4307	-0.0008	-0.36	2.6385	0.3757	-0.0031	1.9332	-0.3018	-0.0264	1.9064	0.0186	0.3816	1.4728	-0.0625	0.0178	2.0918	0.777		0.619	0.3638	59.55630362
120.167	0.0079	0.018	2.1337	0.1006	-0.4703	2.3982	-0.0013	-0.3538	2.6424	0.3757	-0.0032	1.9333	-0.3016	-0.0263	1.9064	0.0189	0.3816	1.4725	-0.0599	0.0191	2.0933	0.776		0.6208	0.3625	59.71832013
120.2	0.0101	0.0192	2.1359	0.0935	-0.4755	2.3903	-0.0308	-0.325	2.6136	0.3758	-0.0032	1.9339	-0.3017	-0.0261	1.9063	0.0195	0.3812	1.4722	-0.0577	0.0211	2.0955	0.77		0.6233	0.3601	59.98362355
120.234	0.0174	0.019	2.1392	0.0995	-0.4887	2.3757	0.0088	-0.2977	2.5422	0.3758	-0.0031	1.9341	-0.3019	-0.0259	1.9074	0.0202	0.3802	1.4724	-0.0506	0.021	2.0994	0.764		0.627	0.3592	60.19217579
120.267	0.0208	0.0184	2.1414	0.111	-0.4944	2.3791	-0.0155	-0.3067	2.6608	0.376	-0.0034	1.9348	-0.302	-0.0255	1.9076	0.0212	0.3788	1.4722	-0.0469	0.0209	2.1026	0.761		0.6304	0.3579	60.41491591
120.3	0.0215	0.0197	2.1443	0.1121	-0.5396	2.4295	-0.0138	-0.3033	2.6677	0.3791	-0.0068	1.938	-0.3026	-0.0251	1.9089	0.0217	0.3777	1.4723	-0.0455	0.0208	2.1076	0.754		0.6353	0.3569	60.67351373
120.334	0.0238	0.0194	2.1448	0.1052	-0.5626	2.5077	-0.009	-0.2912	2.6879	0.3797	-0.0068	1.9393	-0.3028	-0.0244	1.9099	0.0224	0.3762	1.4731	-0.043	0.0194	2.109	0.756		0.6359	0.3568	60.70345622
120.367	0.0275	0.0187	2.146	0.1015	-0.5833	2.4872	-0.017	-0.2893	2.6992	0.3802	-0.0073	1.9398	-0.3051	-0.0144	1.9209	0.0231	0.375	1.474	-0.0392	0.0175	2.1114	0.75		0.6374	0.3575	60.71314065
120.4	0.027	0.0198	2.1452	0.097	-0.5897	2.4786	-0.0511	-0.2311	2.6274	0.3828	-0.0102	1.9436	-0.3057	-0.0122	1.9229	0.0237	0.3738	1.4754	-0.0418	0.0206	2.1094	0.755		0.634	0.3532	60.87791696
120.434	0.0271	0.0209	2.1454	0.0944	-0.5938	2.4696	-0.0241	-0.2635	2.7012	0.3833	-0.01	1.9449	-0.3059	-0.0112	1.9239	0.0244	0.3729	1.4773	-0.0425	0.0226	2.1096	0.752		0.6323	0.3503	61.01314504
120.467	0.0255	0.0211	2.145	0.0877	-0.5808	2.4712	-0.0249	-0.2623	2.7015	0.3833	-0.01	1.9449	-0.3062	-0.0123	1.924	0.0248	0.3721	1.479	-0.0451	0.023	2.1089	0.754		0.6299	0.3491	61.00412432
120.5	0.025	0.0201	2.1438	0.0826	-0.5597	2.494	-0.0242	-0.2624	2.7015	0.3865	-0.0149	1.9454	-0.3072	-0.0103	1.9262	0.0253	0.3722	1.481	-0.0458	0.0219	2.1079	0.756		0.6269	0.3503	60.80435756
120.534	0.0383	0.0104	2.1354	0.0826	-0.5529	2.4984	-0.035	-0.2518	2.7041	0.3877	-0.0156	1.9465	-0.3085	-0.0117	1.9274	0.0257	0.3727	1.4831	-0.033	0.0096	2.1027	0.779		0.6196	0.3631	59.62870611
120.567	0.0287	0.0088	2.1373	0.0823	-0.539	2.5087	-0.0339	-0.2569	2.7166	0.3868	-0.0147	1.947	-0.3096	-0.0119	1.9286	0.0265	0.3745	1.4859	-0.0432	0.0113	2.1018	0.76		0.6159	0.3632	59.47188694
120.6	0.0403	0.0002	2.1321	0.0824	-0.5275	2.5231	-0.0247	-0.265	2.6966	0.3866	-0.0147	1.9473	-0.3101	-0.0125	1.9289	0.027	0.378	1.4888	-0.03	0.0018	2.0976	0.786		0.6088	0.3762	58.28654998
120.634	0.0414	0.0012	2.1279	0.0909	-0.5119	2.535	0.0655	-0.2062	2.5648	0.3863	-0.015	1.9474	-0.3103	-0.0127	1.9289	0.0273	0.3821	1.4902	-0.0297	0.0021	2.0948	0.787		0.6046	0.38	57.85003388
120.667	0.0413	0.0017	2.1271	0.0912	-0.5004	2.5435	-0.0092	-0.2408	2.5695	0.3853	-0.0148	1.947	-0.3046	0.0043	1.9211	0.0269	0.3884	1.4932	-0.0298	0.0023	2.0945	0.786		0.6013	0.3861	57.29512438
120.7	0.045	0.0035	2.1249	0.0941	-0.4831	2.5558	-0.0336	-0.2658	2.563	0.3842	-0.0142	1.9469	-0.3067	0.0017	1.9258	0.0265	0.3945	1.4948	-0.0264	0.0033	2.0931	0.795		0.5983	0.3912	56.82123032
120.734	0.0469	0.0057	2.1263	0.0872	-0.4593	2.5786	-0.0388	-0.2851	2.5537	0.3841	-0.0144	1.9467	-0.3069	0.0009	1.9265	0.0261	0.3976	1.4963	-0.0239	0.0048	2.0948	0.788		0.5985	0.3928	56.72281189
120.767	0.0417	0.0121	2.1305	0.0864	-0.4477	2.5891	-0.0125	-0.3139	2.5574	0.3838	-0.0146	1.9465	-0.307	0.0003	1.9266	0.0253	0.4024	1.4992	-0.0283	0.0116	2.0981	0.781		0.5989	0.3908	56.87436087
120.8	0.0445	0.0149	2.1319	0.0854	-0.4282	2.6041	0.0146	-0.3578	2.5324	0.3832	-0.015	1.946	-0.3069	-0.0004	1.9264	0.0237	0.4083	1.5016	-0.0252	0.0143	2.0995	0.783		0.5979	0.394	56.61619355
120.834	0.0484	0.0227	2.1376	0.1038	-0.4128	2.616	0.0105	-0.3867	2.5083	0.3825	-0.0144	1.9456	-0.3069	-0.0011	1.9271	0.0225	0.4136	1.5054	-0.021	0.0214	2.1055	0.766		0.6001	0.3922	56.83306584
120.867	0.0441	0.032	2.1467	0.0966	-0.3892	2.6368	0.0097	-0.4043	2.4816	0.3825	-0.0144	1.9456	-0.3075	-0.0088	1.9259	0.0213	0.4174	1.5082	-0.0243	0.0314	2.1141	0.748		0.6059	0.386	57.50005859
120.9	0.0264	0.0411	2.1523	0.0937	-0.3717	2.6459	-0.0071	-0.4077	2.4509	0.3826	-0.0146	1.9456	-0.3075	-0.0107	1.9252	0.0211	0.4218	1.5105	-0.0387	0.039	2.1188	0.743		0.6083	0.3828	57.81800804
120.967	0.0203	0.0482	2.1592	0.0923	-0.3452	2.6668	-0.0109	-0.429	2.4252	0.3826	-0.0149	1.9456	-0.308	-0.0082	1.9281	0.0203	0.427	1.5148	-0.0449	0.0465	2.1254	0.727		0.6106	0.3805	58.07059129
121	0.0208	0.0501	2.1626	0.0946	-0.3624	2.751	-0.0124	-0.4326	2.4285	0.3827	-0.0149	1.9459	-0.308	-0.0077	1.9289	0.0201	0.429	1.5188	-0.0442	0.0495	2.1293	0.719		0.6105	0.3795	58.13402231
121.034	0.0156	0.0502	2.1661	0.0971	-0.3613	2.7775	-0.025	-0.447	2.5899	0.3813	-0.0111	1.9458	-0.308	-0.0072	1.9294	0.0205	0.4296	1.5217	-0.0493	0.0491	2.1317	0.712		0.61	0.3805	58.04530232
121.067	0.0256	0.0512	2.1679	0.0939	-0.3437	2.7909	-0.0164	-0.4751	2.564	0.3807	-0.009	1.9461	-0.3081	-0.0072	1.9294	0.0213	0.4295	1.5245	-0.0402	0.0496	2.133	0.71		0.6085	0.3799	58.02255563
121.1	0.0176	0.0542	2.1706	0.1159	-0.3335	2.799	-0.0104	-0.486	2.5494	0.3806	-0.0085	1.9463	-0.3081	-0.0069	1.9297	0.022	0.4306	1.5268	-0.0485	0.0528	2.1345	0.703		0.6077	0.3778	58.13126543
121.134	0.0158	0.0549	2.1709	0.1141	-0.3315	2.8009	-0.002	-0.5202	2.5074	0.3805	-0.0084	1.9463	-0.3089	-0.0102	1.9298	0.023	0.4313	1.5291	-0.0503	0.0535	2.1343	0.705		0.6052	0.3778	58.02526262
121.167	0.018	0.0543	2.1707	-0.0391	0.0935	2.24	0.0016	-0.522	2.5046	0.3802	-0.0076	1.9464	-0.3093	-0.012	1.9296	0.0239	0.4336	1.5317	-0.0482	0.0532	2.1341	0.704		0.6024	0.3804	57.72865008
121.2	0.0159	0.0554	2.1693	-0.0632	0.0808	2.2411	0.0078	-0.537	2.497	0.3801	-0.0069	1.9464	-0.3093	-0.0115	1.9298	0.0252	0.4356	1.5346	-0.0505	0.0533	2.1327	0.707		0.5981	0.3823	57.41366162
121.234	0.0153	0.056	2.1655	-0.1424	-0.1678	2.1898	0.0101	-0.538	2.4967	0.3801	-0.0068	1.9464	-0.309	-0.0108	1.9297	0.0261	0.4375	1.5365	-0.0517	0.0533	2.13	0.716		0.5935	0.3842	57.0831504
121.267	0.0149	0.0578	2.1598	-0.1639	-0.2004	2.3204	0.0094	-0.5176	2.4924	0.3799	-0.0062	1.9462	-0.3089	-0.0122	1.9286	0.0276	0.4409	1.5387	-0.0535	0.0554	2.1227	0.727		0.584	0.3855	56.5710886
121.3	0.0337	0.0522	2.1471	-0.1746	-0.2139	2.3227	0.0078	-0.5123	2.502	0.3798	-0.0059	1.9461	-0.309	-0.016	1.9274	0.0278	0.4465	1.54	-0.037	0.0477	2.1136	0.757		0.5736	0.3988	55.19073227
121.334	0.0262	0.0504	2.1436	-0.1695	-0.214	2.2373	0.0018	-0.496	2.5195	0.3797	-0.0057	1.9458	-0.3096	-0.0176	1.9281	0.0277	0.4504	1.5409	-0.0435	0.0462	2.1104	0.75		0.5695	0.4042	54.63494817
121.367	0.0218	0.0494	2.1403	-0.1747	-0.2221	2.2407	0.0049	-0.4854	2.5257	0.3793	-0.0057	1.9453	-0.3093	-0.017	1.9278	0.0274	0.4539	1.542	-0.0499	0.0456	2.1052	0.765		0.5632	0.4083	54.0592218
121.4	0.0062	0.0407	2.1319	-0.1645	-0.2247	2.2073	0.0094	-0.4708	2.5333	0.3782	-0.0048	1.9445	-0.3096	-0.0154	1.9288	0.0272	0.4567	1.5427	-0.0656	0.0405	2.0935	0.786		0.5508	0.4162	52.92427797
121.434	0.0087	0.0375	2.1326	-0.1605	-0.1903	2.1571	0.008	-0.4582	2.5541	0.3777	-0.0045	1.9443	-0.3094	-0.0144	1.9298	0.0268	0.4599	1.5441	-0.0597	0.034	2.0958	0.772		0.5517	0.4259	52.33266632
121.467	0.0084	0.0361	2.1325	-0.036	-0.4085	2.4845	0.0105	-0.4523	2.5616	0.3766	-0.0037	1.9436	-0.3096	-0.0126	1.9309	0.0265	0.4626	1.5447	-0.0596	0.0323	2.096	0.781		0.5513	0.4303	52.02729358
121.5	0.0067	0.0355	2.1331	-0.0342	-0.4081	2.4904	0.0052	-0.4248	2.5865	0.3761	-0.0046	1.943	-0.3092	-0.0156	1.9281	0.0264	0.466	1.5443	-0.0607	0.0318	2.0966	0.779		0.5523	0.4342	51.82674137
121.534	0.0098	0.0349	2.1316	-0.0414	-0.3992	2.4971	0.0244	-0.4343	2.6394	0.3754	-0.004	1.943	-0.3097	-0.0137	1.9295	0.0266	0.467	1.5442	-0.0579	0.0311	2.0958	0.784		0.5516	0.4359	51.68256737
121.567	0.0107	0.0358	2.131	0.1234	-0.4311	2.5163	-0.004	-0.3996	2.6078	0.375	-0.0038	1.9428	-0.3097	-0.0118	1.9293	0.0268	0.4682	1.5436	-0.0575	0.0324	2.0947	0.783		0.5511	0.4358	51.66368461
121.6	0.0017	0.0576	2.1334	0.124	-0.4464	2.4866	-0.0229	-0.3638	2.5862	0.374	-0.0032	1.9417	-0.3094	-0.0104	1.9287	0.0272	0.469	1.5425	-0.0713	0.0586	2.0959	0.777		0.5534	0.4104	53.43946462
121.634	0.0035	0.0553	2.1333	0.1217	-0.453	2.4738	0.0013	-0.3134	2.5142	0.3743	-0.0052	1.9421	-0.3094	-0.0102	1.9289	0.0277	0.4683	1.5416	-0.0684	0.055	2.0953	0.782		0.5537	0.4133	53.26112267
121.667	0.0103	0.0545	2.1351	0.1123	-0.4064	2.434	-0.024	-0.2874	2.5154	0.3736	-0.0049	1.9417	-0.3092	-0.009	1.9282	0.0282	0.4672	1.5389	-0.0604	0.054	2.097	0.774		0.5581	0.4132	53.48489599
